model_name,brand,body_type,segment,price_eur,maintenance_cost_year,seating_capacity,boot_capacity_l,safety_rating,energy_cost_100km,powertrain_type,fuel_type,sustainable,coche_familiar,costo_energia_anual,costo_total_anual
Mazda H-Class,Mazda,Hatchback,D,50132,392,5,419,3,11.02,Petrol,Petrol,0,0,1653.0,2045.0
Dacia 666,Dacia,Hatchback,D,49029,498,5,349,4,11.28,Petrol,Petrol,0,0,1692.0,2190.0
Citroën S4,Citroën,SUV,D,55988,479,5,498,5,11.11,Petrol,Petrol,0,0,1666.5,2145.5
Aston Martin GG6,Aston Martin,SUV,D,62727,560,5,637,4,10.17,Petrol,Petrol,0,1,1525.5,2085.5
Volkswagen K-Class,Volkswagen,Hatchback,D,61597,611,5,317,4,12.65,Petrol,Petrol,0,0,1897.5,2508.5
Toyota XX-3,Toyota,Hatchback,A,19362,537,5,518,4,12.77,Petrol,Petrol,0,0,1915.5,2452.5
Nissan I1 Pro,Nissan,Sedan,A,24243,536,5,558,3,6.12,Diesel,Diesel,0,0,918.0,1454.0
Mercedes-Benz K-Class,Mercedes-Benz,Sedan,C,33896,527,5,436,5,10.09,Petrol,Petrol,0,0,1513.5,2040.5
Audi N1x,Audi,Coupe,C,34678,278,4,372,5,5.0,Hybrid,Petrol+Electric,1,0,750.0,1028.0
Fiat VV-99,Fiat,MPV,D,49291,550,5,776,5,7.65,Petrol,Petrol,0,0,1147.5,1697.5
Dacia N44,Dacia,SUV,C,45998,581,7,544,4,12.77,Petrol,Petrol,0,1,1915.5,2496.5
Lexus ZZ-4,Lexus,SUV,B,29551,503,6,590,4,8.5,Petrol,Petrol,0,1,1275.0,1778.0
Porsche HH-99,Porsche,Wagon,D,51157,712,5,809,4,9.38,Petrol,Petrol,0,1,1407.0000000000002,2119.0
Ford P8 Pro,Ford,Crossover,B,32818,482,6,656,4,5.0,Hybrid,Diesel+Electric,1,1,750.0,1232.0
Ferrari CC6,Ferrari,Sedan,D,55452,397,5,471,4,10.06,Petrol,Petrol,0,0,1509.0,1906.0
Kia OO-7,Kia,Hatchback,B,41712,552,5,505,3,8.92,Hybrid,Petrol+Electric,1,0,1338.0,1890.0
Volkswagen PP-8,Volkswagen,SUV,C,38351,464,6,476,5,10.31,Petrol,Petrol,0,0,1546.5,2010.5
Mercedes-Benz A6 Pro,Mercedes-Benz,Crossover,C,42449,360,6,564,4,8.28,Hybrid,Diesel+Electric,1,1,1242.0,1602.0
Ford T33,Ford,Hatchback,C,40233,498,5,359,4,9.48,Petrol,Petrol,0,0,1422.0,1920.0
Ford Z-Class,Ford,Sedan,A,29237,702,5,598,4,7.08,Hybrid,Diesel+Electric,1,0,1062.0,1764.0
Peugeot WW-66,Peugeot,Sedan,B,31061,467,5,426,4,8.42,Hybrid,Petrol+Electric,1,0,1263.0,1730.0
Koenigsegg HH7,Koenigsegg,Sedan,C,41170,666,5,600,3,5.47,Hybrid,Petrol+Electric,1,0,820.5,1486.5
Lexus W7x,Lexus,SUV,C,34724,593,5,725,4,12.81,Petrol,Petrol,0,1,1921.5,2514.5
Mini K6 Pro,Mini,Crossover,D,59443,862,6,717,5,7.79,Petrol,Petrol,0,1,1168.5,2030.5
Lexus T1,Lexus,SUV,A,27279,610,7,590,4,9.41,Diesel,Diesel,0,1,1411.5,2021.5
Fiat E66,Fiat,Sedan,C,34903,501,5,439,4,7.24,Hybrid,Petrol+Electric,1,0,1086.0,1587.0
Seat N4x,Seat,Hatchback,A,26433,526,5,339,4,11.66,Petrol,Petrol,0,0,1749.0,2275.0
Fiat C9x,Fiat,Coupe,E,73976,657,2,326,4,9.46,Petrol,Petrol,0,0,1419.0000000000002,2076.0
Mazda G8x,Mazda,SUV,D,53325,528,5,486,4,7.83,Hybrid,Petrol+Electric,1,0,1174.5,1702.5
Mini 888,Mini,Hatchback,F,109197,608,5,374,3,7.49,Hybrid,Petrol+Electric,1,0,1123.5,1731.5
Alfa Romeo C-Class,Alfa Romeo,Sedan,E,70827,650,5,486,4,11.46,Petrol,Petrol,0,0,1719.0000000000002,2369.0
Peugeot 999,Peugeot,Coupe,C,35267,425,3,234,4,6.13,Hybrid,Petrol+Electric,1,0,919.5,1344.5
Peugeot B88,Peugeot,Wagon,D,60552,446,5,681,4,7.77,Diesel,Diesel,0,1,1165.5,1611.5
Hyundai F4,Hyundai,Convertible,C,43176,375,2,245,3,8.47,Petrol,Petrol,0,0,1270.5,1645.5
Ford 555,Ford,Crossover,E,77096,861,6,472,5,10.62,Diesel,Diesel,0,0,1592.9999999999998,2454.0
Mercedes-Benz HH-5,Mercedes-Benz,SUV,C,45501,499,7,628,5,7.62,Hybrid,Diesel+Electric,1,1,1143.0,1642.0
BMW C8 Pro,BMW,SUV,C,46446,637,6,658,4,5.36,Hybrid,Petrol+Electric,1,1,804.0,1441.0
Lexus M9,Lexus,Sedan,E,76464,579,5,535,3,8.01,Diesel,Diesel,0,0,1201.5,1780.5
Audi F6,Audi,Crossover,D,50074,646,5,506,4,11.25,Petrol,Petrol,0,1,1687.5,2333.5
Ford N3x,Ford,Crossover,F,119458,790,5,529,5,7.21,Diesel,Diesel,0,1,1081.5,1871.5
Opel 999,Opel,Hatchback,A,30266,763,5,505,3,9.07,Petrol,Petrol,0,0,1360.5,2123.5
Audi Q2x,Audi,Convertible,B,37460,704,4,191,3,8.69,Hybrid,Petrol+Electric,1,0,1303.5,2007.5
Rolls-Royce G3x,Rolls-Royce,SUV,C,39189,681,7,560,3,8.55,Diesel,Diesel,0,1,1282.5,1963.5
Audi KK-7,Audi,Hatchback,C,36963,448,5,364,4,9.48,Petrol,Petrol,0,0,1422.0,1870.0
Citroën FF-55,Citroën,SUV,C,42275,421,6,539,4,10.35,Petrol,Petrol,0,1,1552.5,1973.5
Audi RR-8,Audi,Convertible,C,45900,550,2,295,5,7.77,Hybrid,Petrol+Electric,1,0,1165.5,1715.5
Mercedes-Benz G-Class,Mercedes-Benz,MPV,D,54955,557,7,948,5,8.62,Petrol,Petrol,0,0,1292.9999999999998,1849.9999999999998
Volkswagen P22,Volkswagen,SUV,B,26806,444,7,770,5,9.85,Petrol,Petrol,0,1,1477.5,1921.5
Volkswagen U4x,Volkswagen,MPV,D,57997,626,5,596,5,6.8,Hybrid,Petrol+Electric,1,0,1020.0,1646.0
Audi L8 Pro,Audi,Convertible,E,76280,610,4,189,3,11.62,Petrol,Petrol,0,0,1742.9999999999998,2353.0
Volkswagen PP-11,Volkswagen,Coupe,C,44256,590,3,359,4,9.47,Diesel,Diesel,0,0,1420.5,2010.5
Toyota 888,Toyota,Coupe,C,47048,807,3,236,5,11.29,Diesel,Diesel,0,0,1693.4999999999998,2500.5
Honda XX5,Honda,SUV,B,39309,614,7,745,3,7.24,Diesel,Diesel,0,1,1086.0,1700.0
Seat U3x,Seat,Wagon,B,34155,372,5,524,4,5.0,Hybrid,Petrol+Electric,1,1,750.0,1122.0
Opel H3x,Opel,Crossover,D,55749,744,7,626,4,6.08,Diesel,Diesel,0,1,912.0,1656.0
Volvo P7x,Volvo,Wagon,C,41787,593,5,700,4,9.44,Diesel,Diesel,0,1,1416.0,2009.0
Mini X22,Mini,Hatchback,A,27942,497,5,492,4,11.75,Petrol,Petrol,0,0,1762.5,2259.5
Vauxhall X1x,Vauxhall,Wagon,F,111573,526,5,569,4,8.77,Petrol,Petrol,0,1,1315.5,1841.5
Volkswagen FF-5,Volkswagen,MPV,D,58787,730,7,538,4,13.7,Petrol,Petrol,0,0,2055.0,2785.0
Renault K2 Pro,Renault,Sedan,D,63719,795,5,567,4,14.4,Petrol,Petrol,0,0,2160.0,2955.0
Peugeot QQ-7,Peugeot,Pickup,C,39568,502,4,0,4,8.15,Diesel,Diesel,0,0,1222.5,1724.5
Peugeot D6 Pro,Peugeot,SUV,F,108171,673,5,590,5,8.19,Hybrid,Petrol+Electric,1,1,1228.5,1901.5
Toyota 999,Toyota,Sedan,B,46895,646,5,578,4,6.93,Hybrid,Petrol+Electric,1,0,1039.5,1685.5
Fiat OO8,Fiat,Hatchback,B,37154,383,5,362,4,7.4,Diesel,Diesel,0,0,1110.0,1493.0
Volkswagen I44,Volkswagen,Wagon,E,69120,588,5,699,4,14.13,Petrol,Petrol,0,1,2119.5,2707.5
Seat B8 Pro,Seat,Crossover,E,77906,421,7,605,5,7.97,Petrol,Petrol,0,1,1195.5,1616.5
Saab C8,Saab,Sedan,C,42540,586,5,492,4,9.46,Diesel,Diesel,0,0,1419.0000000000002,2005.0000000000002
Mercedes-Benz L7x,Mercedes-Benz,Crossover,B,33852,813,5,633,4,6.96,Hybrid,Petrol+Electric,1,1,1044.0,1857.0
Ford NN-1,Ford,SUV,C,45385,364,6,648,4,7.06,Hybrid,Diesel+Electric,1,1,1059.0,1423.0
Volkswagen I2,Volkswagen,SUV,D,63688,804,5,608,3,6.77,Hybrid,Petrol+Electric,1,1,1015.4999999999999,1819.5
Aston Martin L88,Aston Martin,Convertible,D,55702,830,2,213,5,11.07,Diesel,Diesel,0,0,1660.5,2490.5
BMW PP-22,BMW,Crossover,C,36557,518,7,478,5,9.69,Petrol,Petrol,0,0,1453.5,1971.5
Vauxhall 444,Vauxhall,Wagon,A,27764,631,5,777,5,8.29,Diesel,Diesel,0,1,1243.4999999999998,1874.4999999999998
Land Rover EE-88,Land Rover,Crossover,D,51260,515,5,728,5,9.82,Petrol,Petrol,0,1,1473.0,1988.0
Cupra F-Class,Cupra,Pickup,D,57904,583,3,0,4,7.73,Diesel,Diesel,0,0,1159.5,1742.5
Ford U2,Ford,Sedan,C,43319,569,5,543,5,6.75,Hybrid,Petrol+Electric,1,0,1012.5,1581.5
Kia K22,Kia,Sedan,C,37797,462,5,415,4,7.6,Diesel,Diesel,0,0,1140.0,1602.0
Nissan Z7 Pro,Nissan,Hatchback,F,110874,714,5,331,4,9.56,Petrol,Petrol,0,0,1434.0,2148.0
Kia C11,Kia,Crossover,B,34213,554,7,558,5,8.28,Hybrid,Petrol+Electric,1,1,1242.0,1796.0
Mercedes-Benz E-Class,Mercedes-Benz,Crossover,C,52752,463,6,524,5,8.22,Petrol,Petrol,0,1,1233.0,1696.0
Toyota FF4,Toyota,Wagon,C,44329,638,5,588,4,5.14,Hybrid,Diesel+Electric,1,1,771.0,1409.0
Volvo W9,Volvo,SUV,C,47250,645,5,627,3,5.0,Hybrid,Petrol+Electric,1,1,750.0,1395.0
Mini PP-1,Mini,Hatchback,E,82357,805,5,408,5,8.14,Diesel,Diesel,0,0,1221.0,2026.0
Lancia V2 Pro,Lancia,Crossover,C,45729,519,7,730,5,5.0,Hybrid,Diesel+Electric,1,1,750.0,1269.0
Seat X5x,Seat,Pickup,C,49673,742,3,0,4,8.58,Diesel,Diesel,0,0,1287.0,2029.0
Nissan BB-11,Nissan,Sedan,B,38527,802,5,568,4,6.23,Hybrid,Petrol+Electric,1,0,934.5000000000001,1736.5
Citroën N4,Citroën,Sedan,D,56708,567,5,419,5,9.13,Petrol,Petrol,0,0,1369.5000000000002,1936.5000000000002
Audi MM-4,Audi,Sedan,B,31742,553,5,519,4,10.18,Petrol,Petrol,0,0,1527.0,2080.0
Lamborghini CC-1,Lamborghini,SUV,A,33497,599,6,476,4,5.0,Hybrid,Petrol+Electric,1,0,750.0,1349.0
Fiat A1x,Fiat,Sedan,C,35406,246,5,619,3,12.51,Petrol,Petrol,0,0,1876.5,2122.5
Peugeot GG2,Peugeot,SUV,C,38416,396,5,499,3,8.12,Diesel,Diesel,0,0,1217.9999999999998,1613.9999999999998
Skoda DD-3,Skoda,Crossover,F,112684,628,6,743,5,9.9,Diesel,Diesel,0,1,1485.0,2113.0
Skoda B77,Skoda,SUV,D,60089,526,5,536,3,10.2,Petrol,Petrol,0,1,1530.0,2056.0
Opel D6 Pro,Opel,SUV,D,69596,637,5,819,5,12.73,Petrol,Petrol,0,1,1909.5,2546.5
Seat SS4,Seat,Hatchback,C,41410,625,5,434,5,9.35,Diesel,Diesel,0,0,1402.5,2027.5
Honda SS-7,Honda,MPV,C,39920,432,5,777,4,8.36,Diesel,Diesel,0,0,1254.0,1686.0
Opel D4x,Opel,SUV,F,110867,830,7,461,4,9.53,Diesel,Diesel,0,0,1429.5,2259.5
Porsche DD-6,Porsche,SUV,C,53277,607,5,719,5,6.71,Hybrid,Petrol+Electric,1,1,1006.5,1613.5
Rolls-Royce FF1,Rolls-Royce,Hatchback,D,63548,578,5,307,5,10.14,Petrol,Petrol,0,0,1521.0,2099.0
Maserati V6x,Maserati,Crossover,C,39148,581,6,597,4,8.93,Petrol,Petrol,0,1,1339.5,1920.5
Opel N4,Opel,Convertible,B,28051,480,3,305,4,11.79,Diesel,Diesel,0,0,1768.4999999999998,2248.5
Koenigsegg HH-22,Koenigsegg,Hatchback,C,44877,514,5,465,4,8.01,Hybrid,Petrol+Electric,1,0,1201.5,1715.5
Vauxhall V-Class,Vauxhall,Hatchback,B,28809,384,5,326,4,8.12,Hybrid,Petrol+Electric,1,0,1217.9999999999998,1601.9999999999998
Mazda C4,Mazda,Hatchback,A,22117,234,5,336,4,10.98,Petrol,Petrol,0,0,1647.0,1881.0
Ford K8x,Ford,Crossover,B,36079,509,7,531,5,5.04,Hybrid,Diesel+Electric,1,1,756.0,1265.0
Koenigsegg 999,Koenigsegg,MPV,B,33743,729,8,864,4,5.94,Hybrid,Petrol+Electric,1,0,891.0000000000001,1620.0
Nissan I22,Nissan,SUV,C,55061,519,5,583,4,8.26,Hybrid,Petrol+Electric,1,1,1239.0,1758.0
Citroën VV7,Citroën,SUV,E,90218,500,5,673,5,7.74,Diesel,Diesel,0,1,1161.0,1661.0
Hyundai L33,Hyundai,Wagon,C,45615,658,5,818,4,6.5,Diesel,Diesel,0,1,975.0,1633.0
Renault WW8,Renault,Wagon,D,52288,483,5,781,4,10.8,Petrol,Petrol,0,1,1620.0,2103.0
Honda 111,Honda,Sedan,C,41220,589,5,599,4,8.14,Petrol,Petrol,0,0,1221.0,1810.0
Mini NN-99,Mini,Hatchback,A,24151,580,5,491,3,10.05,Petrol,Petrol,0,0,1507.5,2087.5
Mercedes-Benz RR-1,Mercedes-Benz,SUV,B,37089,472,5,736,5,5.06,Hybrid,Petrol+Electric,1,1,758.9999999999999,1231.0
Nissan AA-2,Nissan,Wagon,E,75126,699,5,598,4,9.26,Diesel,Diesel,0,1,1389.0,2088.0
BMW H-Class,BMW,Wagon,C,35155,508,5,701,4,10.56,Petrol,Petrol,0,1,1584.0,2092.0
Suzuki UU-2,Suzuki,Crossover,E,80552,424,5,692,4,10.05,Diesel,Diesel,0,1,1507.5,1931.5
BMW E6,BMW,Coupe,C,41349,481,2,297,5,9.39,Hybrid,Petrol+Electric,1,0,1408.5,1889.5
Porsche KK-44,Porsche,Sedan,D,59407,473,5,580,5,9.83,Hybrid,Petrol+Electric,1,0,1474.5,1947.5
Audi N44,Audi,SUV,D,55792,444,7,612,3,9.17,Diesel,Diesel,0,1,1375.5,1819.5
Dacia H8,Dacia,Hatchback,F,106406,598,5,505,5,12.25,Diesel,Diesel,0,0,1837.5,2435.5
Ford EE5,Ford,Convertible,A,32889,601,4,318,4,8.6,Hybrid,Petrol+Electric,1,0,1290.0,1891.0
Lexus VV1,Lexus,Crossover,F,104835,649,6,525,4,7.81,Hybrid,Diesel+Electric,1,1,1171.5,1820.5
Kia O5 Pro,Kia,Sedan,C,44868,382,5,611,4,8.16,Diesel,Diesel,0,0,1224.0,1606.0
Ford H6,Ford,Hatchback,D,54508,413,5,389,4,10.6,Petrol,Petrol,0,0,1590.0,2003.0
Porsche HH4,Porsche,Wagon,C,40467,572,5,805,4,7.23,Diesel,Diesel,0,1,1084.5,1656.5
Peugeot B4 Pro,Peugeot,Wagon,C,35376,515,5,760,4,13.79,Petrol,Petrol,0,1,2068.5,2583.5
Toyota UU-7,Toyota,Crossover,C,38855,482,6,720,4,14.66,Petrol,Petrol,0,1,2199.0,2681.0
BMW L3 Pro,BMW,Sedan,D,54833,682,5,595,5,9.81,Diesel,Diesel,0,0,1471.5,2153.5
Nissan VV-11,Nissan,MPV,B,27465,586,6,778,5,9.79,Diesel,Diesel,0,0,1468.4999999999998,2054.5
Audi 222,Audi,Wagon,C,46832,540,5,551,4,10.86,Diesel,Diesel,0,1,1629.0,2169.0
Toyota BB-3,Toyota,Crossover,C,47132,502,5,611,4,7.94,Hybrid,Petrol+Electric,1,1,1191.0,1693.0
Toyota EE-2,Toyota,Crossover,D,55807,553,5,629,4,12.33,Petrol,Petrol,0,1,1849.5,2402.5
Ferrari T99,Ferrari,MPV,C,45235,290,6,873,5,5.0,Hybrid,Petrol+Electric,1,0,750.0,1040.0
Saab HH-9,Saab,MPV,D,53220,573,6,848,5,6.78,Hybrid,Diesel+Electric,1,0,1017.0,1590.0
Hyundai 888,Hyundai,Crossover,C,47573,450,5,539,3,11.18,Diesel,Diesel,0,1,1677.0,2127.0
Ford F-Class,Ford,SUV,D,57188,686,7,757,5,6.51,Hybrid,Diesel+Electric,1,1,976.5,1662.5
Volvo OO-3,Volvo,SUV,D,57515,371,6,695,3,7.53,Hybrid,Petrol+Electric,1,1,1129.5,1500.5
Lexus KK-5,Lexus,Coupe,D,50338,648,4,335,5,9.4,Diesel,Diesel,0,0,1410.0,2058.0
Porsche VV-44,Porsche,Crossover,D,50721,285,5,564,4,8.9,Hybrid,Petrol+Electric,1,1,1335.0,1620.0
Mercedes-Benz Q-Class,Mercedes-Benz,Hatchback,C,48743,554,5,374,3,6.25,Diesel,Diesel,0,0,937.5,1491.5
Mercedes-Benz NN7,Mercedes-Benz,Hatchback,B,25991,539,5,503,4,13.02,Petrol,Petrol,0,0,1953.0,2492.0
BMW Q88,BMW,MPV,D,52288,666,8,838,3,12.62,Petrol,Petrol,0,0,1892.9999999999998,2559.0
Mazda R7x,Mazda,Convertible,A,31708,620,3,230,4,7.17,Hybrid,Petrol+Electric,1,0,1075.5,1695.5
Fiat Q11,Fiat,MPV,B,33731,605,8,687,4,5.96,Hybrid,Petrol+Electric,1,0,894.0,1499.0
Kia O2x,Kia,SUV,D,58998,730,7,686,4,10.13,Diesel,Diesel,0,1,1519.5000000000002,2249.5
Subaru U-Class,Subaru,Wagon,C,40199,684,5,686,5,9.69,Diesel,Diesel,0,1,1453.5,2137.5
Skoda S33,Skoda,Coupe,C,47581,493,4,203,4,7.7,Hybrid,Diesel+Electric,1,0,1155.0,1648.0
Land Rover N-Class,Land Rover,Sedan,F,110827,662,5,401,5,7.0,Diesel,Diesel,0,0,1050.0,1712.0
Hyundai P-Class,Hyundai,Hatchback,B,22700,572,5,428,5,9.74,Petrol,Petrol,0,0,1461.0,2033.0
Citroën S8x,Citroën,Pickup,A,29892,699,4,0,4,9.72,Diesel,Diesel,0,0,1458.0,2157.0
Skoda 333,Skoda,Hatchback,B,32345,488,5,338,4,7.13,Hybrid,Petrol+Electric,1,0,1069.5,1557.5
Opel GG-33,Opel,Crossover,B,32765,439,7,684,3,7.45,Hybrid,Petrol+Electric,1,1,1117.5,1556.5
Audi AA-1,Audi,Crossover,D,61780,515,7,538,3,7.47,Hybrid,Petrol+Electric,1,1,1120.5,1635.5
Audi Z6 Pro,Audi,Crossover,D,53545,467,5,704,3,8.02,Hybrid,Petrol+Electric,1,1,1203.0,1670.0
Porsche NN-77,Porsche,Sedan,C,47098,658,5,567,5,9.71,Diesel,Diesel,0,0,1456.5000000000002,2114.5
Fiat Z6x,Fiat,Wagon,B,31541,661,5,851,5,13.11,Petrol,Petrol,0,1,1966.5,2627.5
Seat Q5x,Seat,Sedan,C,38780,573,5,530,5,5.39,Hybrid,Diesel+Electric,1,0,808.5,1381.5
Hyundai 111,Hyundai,Coupe,A,24008,516,3,291,4,13.91,Petrol,Petrol,0,0,2086.5,2602.5
Toyota 333,Toyota,Sedan,D,65286,813,5,543,5,5.0,Hybrid,Petrol+Electric,1,0,750.0,1563.0
Porsche OO-5,Porsche,Wagon,C,45283,536,5,735,4,5.94,Hybrid,Petrol+Electric,1,1,891.0000000000001,1427.0
Kia RR8,Kia,Wagon,A,32225,680,5,866,4,8.34,Hybrid,Petrol+Electric,1,1,1251.0,1931.0
Maserati XX1,Maserati,Sedan,D,57918,451,5,456,3,12.18,Petrol,Petrol,0,0,1827.0,2278.0
Seat O4x,Seat,Sedan,D,59462,640,5,404,4,7.96,Diesel,Diesel,0,0,1194.0,1834.0
DS Automobiles QQ-1,DS Automobiles,Wagon,C,52902,528,5,882,4,9.2,Diesel,Diesel,0,1,1380.0,1908.0
Suzuki VV1,Suzuki,Hatchback,D,55455,489,5,482,4,11.1,Petrol,Petrol,0,0,1665.0,2154.0
Dacia I88,Dacia,Sedan,C,44941,501,5,532,5,10.27,Diesel,Diesel,0,0,1540.5,2041.5
Mercedes-Benz I44,Mercedes-Benz,SUV,B,30975,521,6,505,5,9.19,Petrol,Petrol,0,1,1378.5,1899.5
Vauxhall A22,Vauxhall,MPV,B,29267,459,6,628,4,10.49,Petrol,Petrol,0,0,1573.5,2032.5
Nissan 777,Nissan,Crossover,D,59743,316,7,528,5,5.36,Hybrid,Petrol+Electric,1,1,804.0,1120.0
Mercedes-Benz X2x,Mercedes-Benz,SUV,E,77950,551,7,780,5,7.65,Petrol,Petrol,0,1,1147.5,1698.5
Toyota G7 Pro,Toyota,Pickup,C,48124,537,3,0,5,10.59,Diesel,Diesel,0,0,1588.5,2125.5
Honda O55,Honda,SUV,C,35088,295,5,584,4,7.65,Petrol,Petrol,0,1,1147.5,1442.5
Volkswagen R-Class,Volkswagen,SUV,D,60820,649,7,686,5,8.58,Hybrid,Diesel+Electric,1,1,1287.0,1936.0
Alfa Romeo T5x,Alfa Romeo,SUV,C,46188,639,7,797,5,13.46,Petrol,Petrol,0,1,2019.0000000000002,2658.0
Ford Z2x,Ford,Sedan,A,29294,651,5,544,4,8.54,Diesel,Diesel,0,0,1280.9999999999998,1931.9999999999998
Opel 666,Opel,SUV,C,41483,753,5,658,4,7.94,Hybrid,Petrol+Electric,1,1,1191.0,1944.0
Lancia I44,Lancia,Crossover,E,83115,537,7,463,4,10.26,Diesel,Diesel,0,0,1539.0,2076.0
Fiat X5x,Fiat,Hatchback,D,61775,463,5,358,4,13.94,Petrol,Petrol,0,0,2091.0,2554.0
Opel F8,Opel,Crossover,E,80350,653,7,427,4,7.43,Diesel,Diesel,0,0,1114.5,1767.5
Rolls-Royce D2,Rolls-Royce,Sedan,B,31354,564,5,419,4,8.32,Diesel,Diesel,0,0,1248.0,1812.0
Kia R7x,Kia,SUV,C,53030,663,5,667,4,10.52,Diesel,Diesel,0,1,1578.0,2241.0
Mercedes-Benz Z-Class,Mercedes-Benz,Hatchback,C,42127,645,5,448,3,8.28,Petrol,Petrol,0,0,1242.0,1887.0
DS Automobiles F66,DS Automobiles,Crossover,B,29717,479,6,477,4,6.55,Hybrid,Petrol+Electric,1,0,982.5,1461.5
Jaguar X33,Jaguar,Wagon,B,35292,723,5,632,4,8.58,Diesel,Diesel,0,1,1287.0,2010.0
Citroën QQ-3,Citroën,SUV,D,55767,481,5,705,5,13.27,Petrol,Petrol,0,1,1990.5,2471.5
Vauxhall D8 Pro,Vauxhall,Hatchback,D,57386,502,5,315,5,8.61,Hybrid,Petrol+Electric,1,0,1291.5,1793.5
Mercedes-Benz FF-4,Mercedes-Benz,Sedan,D,50230,463,5,525,5,9.62,Diesel,Diesel,0,0,1442.9999999999998,1905.9999999999998
DS Automobiles Z3,DS Automobiles,Coupe,B,32330,200,3,284,4,10.1,Diesel,Diesel,0,0,1515.0,1715.0
Subaru II-7,Subaru,Sedan,C,41143,341,5,458,4,5.0,Hybrid,Petrol+Electric,1,0,750.0,1091.0
Mazda VV-22,Mazda,Wagon,A,21723,649,5,687,3,8.7,Diesel,Diesel,0,1,1305.0,1954.0
BMW C55,BMW,SUV,B,34663,708,5,611,4,8.26,Diesel,Diesel,0,1,1239.0,1947.0
Land Rover 222,Land Rover,Sedan,C,40890,380,5,591,4,11.74,Petrol,Petrol,0,0,1761.0,2141.0
Volkswagen C-Class,Volkswagen,Wagon,C,41630,647,5,832,4,11.58,Petrol,Petrol,0,1,1737.0,2384.0
Peugeot T4,Peugeot,SUV,F,120439,377,6,797,4,5.92,Hybrid,Petrol+Electric,1,1,888.0,1265.0
Audi QQ-22,Audi,Hatchback,C,33538,371,5,450,4,12.46,Petrol,Petrol,0,0,1869.0000000000002,2240.0
Kia B5,Kia,MPV,B,28244,436,7,740,4,13.14,Petrol,Petrol,0,0,1971.0,2407.0
Renault W1,Renault,Hatchback,A,26239,634,5,368,4,5.0,Hybrid,Petrol+Electric,1,0,750.0,1384.0
Bentley 999,Bentley,SUV,D,60405,813,7,667,5,9.27,Petrol,Petrol,0,1,1390.5,2203.5
Mazda N9,Mazda,SUV,B,42790,535,6,636,4,8.45,Hybrid,Petrol+Electric,1,1,1267.5,1802.5
Volkswagen Q-Class,Volkswagen,SUV,B,34047,570,6,767,4,8.79,Diesel,Diesel,0,1,1318.4999999999998,1888.4999999999998
Volkswagen UU7,Volkswagen,Wagon,C,39117,663,5,682,5,11.4,Petrol,Petrol,0,1,1710.0,2373.0
Volkswagen MM6,Volkswagen,Hatchback,B,26194,762,5,452,3,9.52,Petrol,Petrol,0,0,1428.0,2190.0
Lexus HH6,Lexus,MPV,C,43950,716,8,524,4,5.0,Hybrid,Petrol+Electric,1,0,750.0,1466.0
Ford N1x,Ford,Crossover,C,45560,462,6,568,3,7.95,Diesel,Diesel,0,1,1192.5,1654.5
Peugeot LL2,Peugeot,MPV,B,37457,646,8,679,4,6.3,Hybrid,Diesel+Electric,1,0,945.0,1591.0
Vauxhall P7,Vauxhall,Coupe,D,50839,516,3,316,5,9.26,Diesel,Diesel,0,0,1389.0,1905.0
BMW A22,BMW,MPV,C,47751,753,6,561,4,10.71,Petrol,Petrol,0,0,1606.5000000000002,2359.5
Ford I4 Pro,Ford,Crossover,C,49139,708,6,467,3,6.54,Diesel,Diesel,0,0,981.0,1689.0
Aston Martin PP8,Aston Martin,SUV,A,28870,447,5,513,4,6.53,Diesel,Diesel,0,1,979.5,1426.5
Kia O4 Pro,Kia,SUV,C,46061,693,6,659,4,10.91,Petrol,Petrol,0,1,1636.5,2329.5
Honda V6,Honda,Crossover,C,44862,602,7,534,4,8.69,Petrol,Petrol,0,1,1303.5,1905.5
Vauxhall V6,Vauxhall,SUV,C,42997,664,6,480,4,7.19,Diesel,Diesel,0,0,1078.5,1742.5
Volkswagen Z6,Volkswagen,Wagon,C,41250,568,5,899,5,8.85,Diesel,Diesel,0,1,1327.5,1895.5
Renault HH-88,Renault,Hatchback,F,105634,584,5,438,5,6.86,Diesel,Diesel,0,0,1029.0,1613.0
Mercedes-Benz Z2x,Mercedes-Benz,Coupe,B,27749,622,3,307,4,7.61,Diesel,Diesel,0,0,1141.5,1763.5
Volvo OO8,Volvo,Sedan,E,78960,904,5,535,5,8.92,Diesel,Diesel,0,0,1338.0,2242.0
Hyundai 777,Hyundai,MPV,E,73784,814,6,655,4,14.07,Petrol,Petrol,0,0,2110.5,2924.5
Nissan U-Class,Nissan,Hatchback,C,47092,541,5,307,4,7.43,Hybrid,Petrol+Electric,1,0,1114.5,1655.5
Vauxhall R99,Vauxhall,Hatchback,C,43118,337,5,336,4,6.73,Diesel,Diesel,0,0,1009.5000000000001,1346.5
Audi E8,Audi,Coupe,C,44730,486,3,347,5,5.0,Hybrid,Petrol+Electric,1,0,750.0,1236.0
Hyundai 999,Hyundai,Coupe,F,106165,631,2,269,5,7.65,Petrol,Petrol,0,0,1147.5,1778.5
Renault FF-88,Renault,Wagon,C,41372,556,5,893,4,5.0,Hybrid,Diesel+Electric,1,1,750.0,1306.0
Citroën 999,Citroën,Pickup,C,42305,705,4,0,4,9.49,Diesel,Diesel,0,0,1423.5,2128.5
