model_name,brand,body_type,segment,price_eur,maintenance_cost_year,seating_capacity,boot_capacity_l,safety_rating,energy_cost_100km,powertrain_type,fuel_type,sustainable,coche_familiar,costo_energia_anual,costo_total_anual,cto_5y,prop_cto_ingreso
Volvo W3,Volvo,Hatchback,B,26979,309,5,443,5,8.76,Petrol,Petrol,0,0,1314.0,1623.0,35094.0,1.0108883511925337
Opel V2x,Opel,Crossover,A,37225,508,7,444,3,7.15,Hybrid,Petrol+Electric,1,0,1072.5,1580.5,45127.5,1.2999049429657794
Kia GG5,Kia,Hatchback,A,25887,399,5,432,5,6.86,Hybrid,Petrol+Electric,1,0,1029.0,1428.0,33027.0,0.9513480815762184
Mazda HH-66,Mazda,Convertible,B,36767,608,3,245,4,7.7,Hybrid,Petrol+Electric,1,0,1155.0,1763.0,45582.0,1.3129968890425163
Seat WW3,Seat,Hatchback,C,45248,537,5,316,4,10.1,Petrol,Petrol,0,0,1515.0,2052.0,55508.0,1.5989169259131237
BMW U7 Pro,BMW,SUV,C,42565,386,7,596,5,7.61,Hybrid,Petrol+Electric,1,1,1141.5,1527.5,50202.5,1.4460911395322043
Hyundai 333,Hyundai,MPV,B,30993,750,6,956,4,6.08,Diesel,Diesel,0,0,912.0,1662.0,39303.0,1.13212927756654
Peugeot G44,Peugeot,Crossover,B,31533,597,7,503,5,8.71,Diesel,Diesel,0,1,1306.5000000000002,1903.5000000000002,41050.5,1.1824662979605944
Porsche N6 Pro,Porsche,Crossover,E,81531,748,6,553,5,5.9,Hybrid,Petrol+Electric,1,1,885.0,1633.0,89696.0,2.5837078004378387
Peugeot UU7,Peugeot,Crossover,B,28783,379,6,641,4,5.36,Hybrid,Petrol+Electric,1,1,804.0,1183.0,34698.0,0.9994815070860699
Mercedes-Benz BB-4,Mercedes-Benz,Hatchback,C,39121,487,5,328,4,10.95,Petrol,Petrol,0,0,1642.5,2129.5,49768.5,1.43358969927411
Ford K3 Pro,Ford,Crossover,C,44039,664,7,490,5,8.62,Hybrid,Petrol+Electric,1,0,1292.9999999999998,1956.9999999999998,53824.0,1.5504090332987672
Audi HH1,Audi,Convertible,A,25043,452,4,224,5,8.27,Diesel,Diesel,0,0,1240.5,1692.5,33505.5,0.9651313515381956
Renault E-Class,Renault,Pickup,E,70639,589,4,0,4,5.0,Hybrid,Diesel+Electric,1,0,750.0,1339.0,77334.0,2.2276183892153476
Lexus GG-22,Lexus,SUV,B,36060,514,6,482,4,13.82,Petrol,Petrol,0,0,2073.0,2587.0,48995.0,1.411308906556055
Mini WW-22,Mini,SUV,D,62800,298,6,625,4,8.96,Hybrid,Petrol+Electric,1,1,1344.0000000000002,1642.0000000000002,71010.0,2.0454545454545454
Renault R77,Renault,Wagon,C,40502,525,5,673,4,8.39,Hybrid,Petrol+Electric,1,1,1258.5,1783.5,49419.5,1.4235366977762416
Opel M8 Pro,Opel,Crossover,D,56985,516,5,480,4,9.5,Petrol,Petrol,0,0,1425.0,1941.0,66690.0,1.9210162461113032
Kia P3 Pro,Kia,Sedan,D,56857,544,5,555,5,7.73,Hybrid,Petrol+Electric,1,0,1159.5,1703.5,65374.5,1.8831230556515728
Cupra XX6,Cupra,Hatchback,D,60055,509,5,424,5,11.22,Petrol,Petrol,0,0,1683.0,2192.0,71015.0,2.0455985712639704
Volvo X8 Pro,Volvo,Hatchback,C,42376,395,5,340,5,5.64,Hybrid,Petrol+Electric,1,0,846.0,1241.0,48581.0,1.399383569535661
Audi QQ-55,Audi,SUV,C,44202,466,6,548,5,8.22,Petrol,Petrol,0,1,1233.0,1699.0,52697.0,1.5179456158543612
Volkswagen V1x,Volkswagen,Hatchback,D,49542,460,5,429,4,15.51,Petrol,Petrol,0,0,2326.5,2786.5,63474.5,1.8283932480700542
Peugeot HH-4,Peugeot,Hatchback,C,42912,677,5,364,4,9.85,Diesel,Diesel,0,0,1477.5,2154.5,53684.5,1.5463907132158083
Mercedes-Benz HH-77,Mercedes-Benz,Hatchback,C,48386,484,5,319,4,11.34,Petrol,Petrol,0,0,1701.0,2185.0,59311.0,1.708462956561816
Subaru KK-7,Subaru,MPV,B,33698,588,6,886,5,6.21,Diesel,Diesel,0,0,931.5,1519.5,41295.5,1.1895235626224219
Mercedes-Benz T3x,Mercedes-Benz,Hatchback,B,30363,589,5,359,4,9.41,Diesel,Diesel,0,0,1411.5,2000.5,40365.5,1.1627347620693629
Volvo II9,Volvo,Hatchback,C,46302,483,5,441,3,5.0,Hybrid,Petrol+Electric,1,0,750.0,1233.0,52467.0,1.5113204286208088
Honda 222,Honda,SUV,A,28684,653,5,759,4,7.92,Hybrid,Petrol+Electric,1,1,1188.0,1841.0,37889.0,1.091398778661136
Toyota P-Class,Toyota,Sedan,C,38786,522,5,395,4,8.68,Diesel,Diesel,0,0,1302.0,1824.0,47906.0,1.3799400852632793
Renault HH1,Renault,Pickup,A,30469,468,4,0,4,6.89,Hybrid,Diesel+Electric,1,0,1033.5,1501.5,37976.5,1.0939192303260745
Ford RR-66,Ford,MPV,C,43879,677,8,573,4,11.64,Petrol,Petrol,0,0,1746.0,2423.0,55994.0,1.6129162345892385
Suzuki P8x,Suzuki,SUV,D,66425,589,5,548,5,9.84,Hybrid,Petrol+Electric,1,1,1476.0,2065.0,76750.0,2.2107961746745017
Hyundai O6x,Hyundai,SUV,C,41365,304,7,697,4,7.71,Diesel,Diesel,0,1,1156.5,1460.5,48667.5,1.4018752160387142
Mercedes-Benz LL-55,Mercedes-Benz,SUV,D,63360,261,7,452,4,8.63,Hybrid,Petrol+Electric,1,0,1294.5000000000002,1555.5000000000002,71137.5,2.049127203594884
Mercedes-Benz A3x,Mercedes-Benz,Hatchback,A,32339,794,5,303,4,7.31,Diesel,Diesel,0,0,1096.5,1890.5,41791.5,1.2038109229173868
Aston Martin HH-55,Aston Martin,Sedan,A,24260,522,5,575,4,13.1,Petrol,Petrol,0,0,1965.0,2487.0,36695.0,1.0570054153704345
Seat 222,Seat,Hatchback,D,51889,521,5,421,4,11.82,Petrol,Petrol,0,0,1773.0,2294.0,63359.0,1.8250662518723355
Opel R-Class,Opel,Hatchback,D,56201,346,5,328,4,10.14,Diesel,Diesel,0,0,1521.0,1867.0,65536.0,1.887775089296002
Volvo V2 Pro,Volvo,Crossover,D,53466,534,7,502,4,9.87,Hybrid,Petrol+Electric,1,1,1480.4999999999998,2014.4999999999998,63538.5,1.8302367784306948
Mazda H-Class,Mazda,Hatchback,D,50132,392,5,419,3,11.02,Petrol,Petrol,0,0,1653.0,2045.0,60357.0,1.7385931558935361
Dacia 666,Dacia,Hatchback,D,49029,498,5,349,4,11.28,Petrol,Petrol,0,0,1692.0,2190.0,59979.0,1.7277048047010024
Citroën S4,Citroën,SUV,D,55988,479,5,498,5,11.11,Petrol,Petrol,0,0,1666.5,2145.5,66715.5,1.921750777739371
Aston Martin GG6,Aston Martin,SUV,D,62727,560,5,637,4,10.17,Petrol,Petrol,0,1,1525.5,2085.5,73154.5,2.107227215116949
Volkswagen K-Class,Volkswagen,Hatchback,D,61597,611,5,317,4,12.65,Petrol,Petrol,0,0,1897.5,2508.5,74139.5,2.135600299573684
Toyota XX-3,Toyota,Hatchback,A,19362,537,5,518,4,12.77,Petrol,Petrol,0,0,1915.5,2452.5,31624.5,0.9109488420324923
Nissan I1 Pro,Nissan,Sedan,A,24243,536,5,558,3,6.12,Diesel,Diesel,0,0,918.0,1454.0,31513.0,0.9077370664823137
Mercedes-Benz K-Class,Mercedes-Benz,Sedan,C,33896,527,5,436,5,10.09,Petrol,Petrol,0,0,1513.5,2040.5,44098.5,1.2702644313861045
Audi N1x,Audi,Coupe,C,34678,278,4,372,5,5.0,Hybrid,Petrol+Electric,1,0,750.0,1028.0,39818.0,1.14696393593732
Fiat VV-99,Fiat,MPV,D,49291,550,5,776,5,7.65,Petrol,Petrol,0,0,1147.5,1697.5,57778.5,1.6643190459730384
Dacia N44,Dacia,SUV,C,45998,581,7,544,4,12.77,Petrol,Petrol,0,1,1915.5,2496.5,58480.5,1.6845402696163152
Lexus ZZ-4,Lexus,SUV,B,29551,503,6,590,4,8.5,Petrol,Petrol,0,1,1275.0,1778.0,38441.0,1.1072992280216616
Porsche HH-99,Porsche,Wagon,D,51157,712,5,809,4,9.38,Petrol,Petrol,0,1,1407.0000000000002,2119.0,61752.0,1.7787763567231247
Ford P8 Pro,Ford,Crossover,B,32818,482,6,656,4,5.0,Hybrid,Diesel+Electric,1,1,750.0,1232.0,38978.0,1.1227675999539117
Ferrari CC6,Ferrari,Sedan,D,55452,397,5,471,4,10.06,Petrol,Petrol,0,0,1509.0,1906.0,64982.0,1.8718170296117065
Kia OO-7,Kia,Hatchback,B,41712,552,5,505,3,8.92,Hybrid,Petrol+Electric,1,0,1338.0,1890.0,51162.0,1.4737296923608711
Volkswagen PP-8,Volkswagen,SUV,C,38351,464,6,476,5,10.31,Petrol,Petrol,0,0,1546.5,2010.5,48403.5,1.3942706533010716
Mercedes-Benz A6 Pro,Mercedes-Benz,Crossover,C,42449,360,6,564,4,8.28,Hybrid,Diesel+Electric,1,1,1242.0,1602.0,50459.0,1.4534796635557092
Ford T33,Ford,Hatchback,C,40233,498,5,359,4,9.48,Petrol,Petrol,0,0,1422.0,1920.0,49833.0,1.435447632215693
Ford Z-Class,Ford,Sedan,A,29237,702,5,598,4,7.08,Hybrid,Diesel+Electric,1,0,1062.0,1764.0,38057.0,1.0962380458578178
Peugeot WW-66,Peugeot,Sedan,B,31061,467,5,426,4,8.42,Hybrid,Petrol+Electric,1,0,1263.0,1730.0,39711.0,1.1438817836156239
Koenigsegg HH7,Koenigsegg,Sedan,C,41170,666,5,600,3,5.47,Hybrid,Petrol+Electric,1,0,820.5,1486.5,48602.5,1.4000028805161886
Lexus W7x,Lexus,SUV,C,34724,593,5,725,4,12.81,Petrol,Petrol,0,1,1921.5,2514.5,47296.5,1.3623833390943658
Mini K6 Pro,Mini,Crossover,D,59443,862,6,717,5,7.79,Petrol,Petrol,0,1,1168.5,2030.5,69595.5,2.0047096439681993
Lexus T1,Lexus,SUV,A,27279,610,7,590,4,9.41,Diesel,Diesel,0,1,1411.5,2021.5,37386.5,1.0769241848139186
Fiat E66,Fiat,Sedan,C,34903,501,5,439,4,7.24,Hybrid,Petrol+Electric,1,0,1086.0,1587.0,42838.0,1.2339555248300496
Seat N4x,Seat,Hatchback,A,26433,526,5,339,4,11.66,Petrol,Petrol,0,0,1749.0,2275.0,37808.0,1.0890655605484503
Fiat C9x,Fiat,Coupe,E,73976,657,2,326,4,9.46,Petrol,Petrol,0,0,1419.0000000000002,2076.0,84356.0,2.429888235971886
Mazda G8x,Mazda,SUV,D,53325,528,5,486,4,7.83,Hybrid,Petrol+Electric,1,0,1174.5,1702.5,61837.5,1.7812391980642932
Mini 888,Mini,Hatchback,F,109197,608,5,374,3,7.49,Hybrid,Petrol+Electric,1,0,1123.5,1731.5,117854.5,3.394817951376887
Alfa Romeo C-Class,Alfa Romeo,Sedan,E,70827,650,5,486,4,11.46,Petrol,Petrol,0,0,1719.0000000000002,2369.0,82672.0,2.3813803433575296
Peugeot 999,Peugeot,Coupe,C,35267,425,3,234,4,6.13,Hybrid,Petrol+Electric,1,0,919.5,1344.5,41989.5,1.2095143449706187
Peugeot B88,Peugeot,Wagon,D,60552,446,5,681,4,7.77,Diesel,Diesel,0,1,1165.5,1611.5,68609.5,1.9763077543495795
Hyundai F4,Hyundai,Convertible,C,43176,375,2,245,3,8.47,Petrol,Petrol,0,0,1270.5,1645.5,51403.5,1.480686138956101
Ford 555,Ford,Crossover,E,77096,861,6,472,5,10.62,Diesel,Diesel,0,0,1592.9999999999998,2454.0,89366.0,2.5742020970157853
Mercedes-Benz HH-5,Mercedes-Benz,SUV,C,45501,499,7,628,5,7.62,Hybrid,Diesel+Electric,1,1,1143.0,1642.0,53711.0,1.547154050005761
BMW C8 Pro,BMW,SUV,C,46446,637,6,658,4,5.36,Hybrid,Petrol+Electric,1,1,804.0,1441.0,53651.0,1.5454257402926606
Lexus M9,Lexus,Sedan,E,76464,579,5,535,3,8.01,Diesel,Diesel,0,0,1201.5,1780.5,85366.5,2.4589958520566886
Audi F6,Audi,Crossover,D,50074,646,5,506,4,11.25,Petrol,Petrol,0,1,1687.5,2333.5,61741.5,1.7784739025233323
Ford N3x,Ford,Crossover,F,119458,790,5,529,5,7.21,Diesel,Diesel,0,1,1081.5,1871.5,128815.5,3.710551330798479
Opel 999,Opel,Hatchback,A,30266,763,5,505,3,9.07,Petrol,Petrol,0,0,1360.5,2123.5,40883.5,1.1776558359257978
Audi Q2x,Audi,Convertible,B,37460,704,4,191,3,8.69,Hybrid,Petrol+Electric,1,0,1303.5,2007.5,47497.5,1.3681731766332528
Rolls-Royce G3x,Rolls-Royce,SUV,C,39189,681,7,560,3,8.55,Diesel,Diesel,0,1,1282.5,1963.5,49006.5,1.4116401659177324
Audi KK-7,Audi,Hatchback,C,36963,448,5,364,4,9.48,Petrol,Petrol,0,0,1422.0,1870.0,46313.0,1.3340534623804585
Citroën FF-55,Citroën,SUV,C,42275,421,6,539,4,10.35,Petrol,Petrol,0,1,1552.5,1973.5,52142.5,1.5019731535891232
Audi RR-8,Audi,Convertible,C,45900,550,2,295,5,7.77,Hybrid,Petrol+Electric,1,0,1165.5,1715.5,54477.5,1.569233206590621
Mercedes-Benz G-Class,Mercedes-Benz,MPV,D,54955,557,7,948,5,8.62,Petrol,Petrol,0,0,1292.9999999999998,1849.9999999999998,64205.0,1.8494354188270539
Volkswagen P22,Volkswagen,SUV,B,26806,444,7,770,5,9.85,Petrol,Petrol,0,1,1477.5,1921.5,36413.5,1.0488967622998042
Volkswagen U4x,Volkswagen,MPV,D,57997,626,5,596,5,6.8,Hybrid,Petrol+Electric,1,0,1020.0,1646.0,66227.0,1.9076794561585435
Audi L8 Pro,Audi,Convertible,E,76280,610,4,189,3,11.62,Petrol,Petrol,0,0,1742.9999999999998,2353.0,88045.0,2.536150478165687
Volkswagen PP-11,Volkswagen,Coupe,C,44256,590,3,359,4,9.47,Diesel,Diesel,0,0,1420.5,2010.5,54308.5,1.5643651342320544
Toyota 888,Toyota,Coupe,C,47048,807,3,236,5,11.29,Diesel,Diesel,0,0,1693.4999999999998,2500.5,59550.5,1.7153617928332758
Honda XX5,Honda,SUV,B,39309,614,7,745,3,7.24,Diesel,Diesel,0,1,1086.0,1700.0,47809.0,1.3771459845604332
Seat U3x,Seat,Wagon,B,34155,372,5,524,4,5.0,Hybrid,Petrol+Electric,1,1,750.0,1122.0,39765.0,1.1454372623574145
Opel H3x,Opel,Crossover,D,55749,744,7,626,4,6.08,Diesel,Diesel,0,1,912.0,1656.0,64029.0,1.8443657103352922
Volvo P7x,Volvo,Wagon,C,41787,593,5,700,4,9.44,Diesel,Diesel,0,1,1416.0,2009.0,51832.0,1.4930291508238276
Mini X22,Mini,Hatchback,A,27942,497,5,492,4,11.75,Petrol,Petrol,0,0,1762.5,2259.5,39239.5,1.130300149786842
Vauxhall X1x,Vauxhall,Wagon,F,111573,526,5,569,4,8.77,Petrol,Petrol,0,1,1315.5,1841.5,120780.5,3.4791018550524253
Volkswagen FF-5,Volkswagen,MPV,D,58787,730,7,538,4,13.7,Petrol,Petrol,0,0,2055.0,2785.0,72712.0,2.094480930982832
Renault K2 Pro,Renault,Sedan,D,63719,795,5,567,4,14.4,Petrol,Petrol,0,0,2160.0,2955.0,78494.0,2.2610323770019587
Peugeot QQ-7,Peugeot,Pickup,C,39568,502,4,0,4,8.15,Diesel,Diesel,0,0,1222.5,1724.5,48190.5,1.3881351538195645
Peugeot D6 Pro,Peugeot,SUV,F,108171,673,5,590,5,8.19,Hybrid,Petrol+Electric,1,1,1228.5,1901.5,117678.5,3.389748242885125
Toyota 999,Toyota,Sedan,B,46895,646,5,578,4,6.93,Hybrid,Petrol+Electric,1,0,1039.5,1685.5,55322.5,1.5935735683834542
Fiat OO8,Fiat,Hatchback,B,37154,383,5,362,4,7.4,Diesel,Diesel,0,0,1110.0,1493.0,44619.0,1.285257518147252
Volkswagen I44,Volkswagen,Wagon,E,69120,588,5,699,4,14.13,Petrol,Petrol,0,1,2119.5,2707.5,82657.5,2.3809626685101972
Seat B8 Pro,Seat,Crossover,E,77906,421,7,605,5,7.97,Petrol,Petrol,0,1,1195.5,1616.5,85988.5,2.4769126627491644
Saab C8,Saab,Sedan,C,42540,586,5,492,4,9.46,Diesel,Diesel,0,0,1419.0000000000002,2005.0000000000002,52565.0,1.5141433344855397
Mercedes-Benz L7x,Mercedes-Benz,Crossover,B,33852,813,5,633,4,6.96,Hybrid,Petrol+Electric,1,1,1044.0,1857.0,43137.0,1.2425682682336674
Ford NN-1,Ford,SUV,C,45385,364,6,648,4,7.06,Hybrid,Diesel+Electric,1,1,1059.0,1423.0,52500.0,1.512270998963014
Volkswagen I2,Volkswagen,SUV,D,63688,804,5,608,3,6.77,Hybrid,Petrol+Electric,1,1,1015.4999999999999,1819.5,72785.5,2.09659811038138
Aston Martin L88,Aston Martin,Convertible,D,55702,830,2,213,5,11.07,Diesel,Diesel,0,0,1660.5,2490.5,68154.5,1.9632014056919
BMW PP-22,BMW,Crossover,C,36557,518,7,478,5,9.69,Petrol,Petrol,0,0,1453.5,1971.5,46414.5,1.336977186311787
Vauxhall 444,Vauxhall,Wagon,A,27764,631,5,777,5,8.29,Diesel,Diesel,0,1,1243.4999999999998,1874.4999999999998,37136.5,1.0697228943426662
Land Rover EE-88,Land Rover,Crossover,D,51260,515,5,728,5,9.82,Petrol,Petrol,0,1,1473.0,1988.0,61200.0,1.7628759073625995
Cupra F-Class,Cupra,Pickup,D,57904,583,3,0,4,7.73,Diesel,Diesel,0,0,1159.5,1742.5,66616.5,1.918899066712755
Ford U2,Ford,Sedan,C,43319,569,5,543,5,6.75,Hybrid,Petrol+Electric,1,0,1012.5,1581.5,51226.5,1.4755876253024542
Kia K22,Kia,Sedan,C,37797,462,5,415,4,7.6,Diesel,Diesel,0,0,1140.0,1602.0,45807.0,1.3194780504666437
Nissan Z7 Pro,Nissan,Hatchback,F,110874,714,5,331,4,9.56,Petrol,Petrol,0,0,1434.0,2148.0,121614.0,3.5031109574835813
Kia C11,Kia,Crossover,B,34213,554,7,558,5,8.28,Hybrid,Petrol+Electric,1,1,1242.0,1796.0,43193.0,1.244181357299228
Mercedes-Benz E-Class,Mercedes-Benz,Crossover,C,52752,463,6,524,5,8.22,Petrol,Petrol,0,1,1233.0,1696.0,61232.0,1.7637976725429196
Toyota FF4,Toyota,Wagon,C,44329,638,5,588,4,5.14,Hybrid,Diesel+Electric,1,1,771.0,1409.0,51374.0,1.479836386680493
Volvo W9,Volvo,SUV,C,47250,645,5,627,3,5.0,Hybrid,Petrol+Electric,1,1,750.0,1395.0,54225.0,1.561959903214656
Mini PP-1,Mini,Hatchback,E,82357,805,5,408,5,8.14,Diesel,Diesel,0,0,1221.0,2026.0,92487.0,2.664103007258901
Lancia V2 Pro,Lancia,Crossover,C,45729,519,7,730,5,5.0,Hybrid,Diesel+Electric,1,1,750.0,1269.0,52074.0,1.5
Seat X5x,Seat,Pickup,C,49673,742,3,0,4,8.58,Diesel,Diesel,0,0,1287.0,2029.0,59818.0,1.7230671736375158
Nissan BB-11,Nissan,Sedan,B,38527,802,5,568,4,6.23,Hybrid,Petrol+Electric,1,0,934.5000000000001,1736.5,47209.5,1.35987729001037
Citroën N4,Citroën,Sedan,D,56708,567,5,419,5,9.13,Petrol,Petrol,0,0,1369.5000000000002,1936.5000000000002,66390.5,1.9123891001267428
Audi MM-4,Audi,Sedan,B,31742,553,5,519,4,10.18,Petrol,Petrol,0,0,1527.0,2080.0,42142.0,1.2139071321580828
Lamborghini CC-1,Lamborghini,SUV,A,33497,599,6,476,4,5.0,Hybrid,Petrol+Electric,1,0,750.0,1349.0,40242.0,1.1591773245765642
Fiat A1x,Fiat,Sedan,C,35406,246,5,619,3,12.51,Petrol,Petrol,0,0,1876.5,2122.5,46018.5,1.325570342205323
Peugeot GG2,Peugeot,SUV,C,38416,396,5,499,3,8.12,Diesel,Diesel,0,0,1217.9999999999998,1613.9999999999998,46486.0,1.3390367553865652
Skoda DD-3,Skoda,Crossover,F,112684,628,6,743,5,9.9,Diesel,Diesel,0,1,1485.0,2113.0,123249.0,3.550207397165572
Skoda B77,Skoda,SUV,D,60089,526,5,536,3,10.2,Petrol,Petrol,0,1,1530.0,2056.0,70369.0,2.0269904366862543
Opel D6 Pro,Opel,SUV,D,69596,637,5,819,5,12.73,Petrol,Petrol,0,1,1909.5,2546.5,82328.5,2.371485770250029
Seat SS4,Seat,Hatchback,C,41410,625,5,434,5,9.35,Diesel,Diesel,0,0,1402.5,2027.5,51547.5,1.4848340822675423
Honda SS-7,Honda,MPV,C,39920,432,5,777,4,8.36,Diesel,Diesel,0,0,1254.0,1686.0,48350.0,1.3927295771402235
Opel D4x,Opel,SUV,F,110867,830,7,461,4,9.53,Diesel,Diesel,0,0,1429.5,2259.5,122164.5,3.518968199101279
Porsche DD-6,Porsche,SUV,C,53277,607,5,719,5,6.71,Hybrid,Petrol+Electric,1,1,1006.5,1613.5,61344.5,1.7670382532549833
Rolls-Royce FF1,Rolls-Royce,Hatchback,D,63548,578,5,307,5,10.14,Petrol,Petrol,0,0,1521.0,2099.0,74043.0,2.13282060145178
Maserati V6x,Maserati,Crossover,C,39148,581,6,597,4,8.93,Petrol,Petrol,0,1,1339.5,1920.5,48750.5,1.40426604447517
Opel N4,Opel,Convertible,B,28051,480,3,305,4,11.79,Diesel,Diesel,0,0,1768.4999999999998,2248.5,39293.5,1.1318556285286323
Koenigsegg HH-22,Koenigsegg,Hatchback,C,44877,514,5,465,4,8.01,Hybrid,Petrol+Electric,1,0,1201.5,1715.5,53454.5,1.539765525982256
Vauxhall V-Class,Vauxhall,Hatchback,B,28809,384,5,326,4,8.12,Hybrid,Petrol+Electric,1,0,1217.9999999999998,1601.9999999999998,36819.0,1.0605772554441757
Mazda C4,Mazda,Hatchback,A,22117,234,5,336,4,10.98,Petrol,Petrol,0,0,1647.0,1881.0,31522.0,0.9079963129392787
Ford K8x,Ford,Crossover,B,36079,509,7,531,5,5.04,Hybrid,Diesel+Electric,1,1,756.0,1265.0,42404.0,1.2214540845719553
Koenigsegg 999,Koenigsegg,MPV,B,33743,729,8,864,4,5.94,Hybrid,Petrol+Electric,1,0,891.0000000000001,1620.0,41843.0,1.2052943887544647
Nissan I22,Nissan,SUV,C,55061,519,5,583,4,8.26,Hybrid,Petrol+Electric,1,1,1239.0,1758.0,63851.0,1.8392383915197603
Citroën VV7,Citroën,SUV,E,90218,500,5,673,5,7.74,Diesel,Diesel,0,1,1161.0,1661.0,98523.0,2.83797096439682
Hyundai L33,Hyundai,Wagon,C,45615,658,5,818,4,6.5,Diesel,Diesel,0,1,975.0,1633.0,53780.0,1.5491416061758267
Renault WW8,Renault,Wagon,D,52288,483,5,781,4,10.8,Petrol,Petrol,0,1,1620.0,2103.0,62803.0,1.8090505818642701
Honda 111,Honda,Sedan,C,41220,589,5,599,4,8.14,Petrol,Petrol,0,0,1221.0,1810.0,50270.0,1.4480354879594424
Mini NN-99,Mini,Hatchback,A,24151,580,5,491,3,10.05,Petrol,Petrol,0,0,1507.5,2087.5,34588.5,0.9963273418596612
Mercedes-Benz RR-1,Mercedes-Benz,SUV,B,37089,472,5,736,5,5.06,Hybrid,Petrol+Electric,1,1,758.9999999999999,1231.0,43244.0,1.2456504205553636
Nissan AA-2,Nissan,Wagon,E,75126,699,5,598,4,9.26,Diesel,Diesel,0,1,1389.0,2088.0,85566.0,2.464742481852748
BMW H-Class,BMW,Wagon,C,35155,508,5,701,4,10.56,Petrol,Petrol,0,1,1584.0,2092.0,45615.0,1.3139474593847218
Suzuki UU-2,Suzuki,Crossover,E,80552,424,5,692,4,10.05,Diesel,Diesel,0,1,1507.5,1931.5,90209.5,2.598499251065791
BMW E6,BMW,Coupe,C,41349,481,2,297,5,9.39,Hybrid,Petrol+Electric,1,0,1408.5,1889.5,50796.5,1.4632014056919
Porsche KK-44,Porsche,Sedan,D,59407,473,5,580,5,9.83,Hybrid,Petrol+Electric,1,0,1474.5,1947.5,69144.5,1.9917185159580597
Audi N44,Audi,SUV,D,55792,444,7,612,3,9.17,Diesel,Diesel,0,1,1375.5,1819.5,64889.5,1.869152552137343
Dacia H8,Dacia,Hatchback,F,106406,598,5,505,5,12.25,Diesel,Diesel,0,0,1837.5,2435.5,118583.5,3.415816914391059
Ford EE5,Ford,Convertible,A,32889,601,4,318,4,8.6,Hybrid,Petrol+Electric,1,0,1290.0,1891.0,42344.0,1.2197257748588548
Lexus VV1,Lexus,Crossover,F,104835,649,6,525,4,7.81,Hybrid,Diesel+Electric,1,1,1171.5,1820.5,113937.5,3.2819881322733035
Kia O5 Pro,Kia,Sedan,C,44868,382,5,611,4,8.16,Diesel,Diesel,0,0,1224.0,1606.0,52898.0,1.5237354533932481
Ford H6,Ford,Hatchback,D,54508,413,5,389,4,10.6,Petrol,Petrol,0,0,1590.0,2003.0,64523.0,1.858595460306487
Porsche HH4,Porsche,Wagon,C,40467,572,5,805,4,7.23,Diesel,Diesel,0,1,1084.5,1656.5,48749.5,1.404237239313285
Peugeot B4 Pro,Peugeot,Wagon,C,35376,515,5,760,4,13.79,Petrol,Petrol,0,1,2068.5,2583.5,48293.5,1.3911020854937204
Toyota UU-7,Toyota,Crossover,C,38855,482,6,720,4,14.66,Petrol,Petrol,0,1,2199.0,2681.0,52260.0,1.5053577601106118
BMW L3 Pro,BMW,Sedan,D,54833,682,5,595,5,9.81,Diesel,Diesel,0,0,1471.5,2153.5,65600.5,1.889633022237585
Nissan VV-11,Nissan,MPV,B,27465,586,6,778,5,9.79,Diesel,Diesel,0,0,1468.4999999999998,2054.5,37737.5,1.0870347966355571
Audi 222,Audi,Wagon,C,46832,540,5,551,4,10.86,Diesel,Diesel,0,1,1629.0,2169.0,57677.0,1.66139532204171
Toyota BB-3,Toyota,Crossover,C,47132,502,5,611,4,7.94,Hybrid,Petrol+Electric,1,1,1191.0,1693.0,55597.0,1.6014805853208895
Toyota EE-2,Toyota,Crossover,D,55807,553,5,629,4,12.33,Petrol,Petrol,0,1,1849.5,2402.5,67819.5,1.9535516764604217
Ferrari T99,Ferrari,MPV,C,45235,290,6,873,5,5.0,Hybrid,Petrol+Electric,1,0,750.0,1040.0,50435.0,1.452788339670469
Saab HH-9,Saab,MPV,D,53220,573,6,848,5,6.78,Hybrid,Diesel+Electric,1,0,1017.0,1590.0,61170.0,1.762011752506049
Hyundai 888,Hyundai,Crossover,C,47573,450,5,539,3,11.18,Diesel,Diesel,0,1,1677.0,2127.0,58208.0,1.67669086300265
Ford F-Class,Ford,SUV,D,57188,686,7,757,5,6.51,Hybrid,Diesel+Electric,1,1,976.5,1662.5,65500.5,1.886752506049084
Volvo OO-3,Volvo,SUV,D,57515,371,6,695,3,7.53,Hybrid,Petrol+Electric,1,1,1129.5,1500.5,65017.5,1.8728396128586242
Lexus KK-5,Lexus,Coupe,D,50338,648,4,335,5,9.4,Diesel,Diesel,0,0,1410.0,2058.0,60628.0,1.7463993547643737
Porsche VV-44,Porsche,Crossover,D,50721,285,5,564,4,8.9,Hybrid,Petrol+Electric,1,1,1335.0,1620.0,58821.0,1.694348427238161
Mercedes-Benz Q-Class,Mercedes-Benz,Hatchback,C,48743,554,5,374,3,6.25,Diesel,Diesel,0,0,937.5,1491.5,56200.5,1.618864500518493
Mercedes-Benz NN7,Mercedes-Benz,Hatchback,B,25991,539,5,503,4,13.02,Petrol,Petrol,0,0,1953.0,2492.0,38451.0,1.1075872796405115
BMW Q88,BMW,MPV,D,52288,666,8,838,3,12.62,Petrol,Petrol,0,0,1892.9999999999998,2559.0,65083.0,1.8747263509620924
